address,geo_lat,geo_lon
"Респ Адыгея, г Адыгейск",44.878414,39.190289
г Майкоп,44.6098268,40.1006606
г Горно-Алтайск,51.9581028,85.9603235
"Алтайский край, г Алейск",52.4922513,82.7793606
г Барнаул,53.3479968,83.7798064
"Алтайский край, г Белокуриха",51.996152,84.9839604
"Алтайский край, г Бийск",52.5393864,85.2138453
"Алтайский край, г Горняк",50.9979622,81.4643358
"Алтайский край, г Заринск",53.7063476,84.9315081
"Алтайский край, г Змеиногорск",51.1581094,82.1872547
"Алтайский край, г Камень-на-Оби",53.7913974,81.3545053
"Алтайский край, г Новоалтайск",53.4119759,83.9311069
"Алтайский край, г Рубцовск",51.5012067,81.2078695
"Алтайский край, г Славгород",52.999463,78.6459232
"Алтайский край, г Яровое",52.9252146,78.5729775
"Амурская обл, г Белогорск",50.9213415,128.4739471
г Благовещенск,50.290659,127.527198
"Амурская обл, г Завитинск",50.1064111,129.4391813
"Амурская обл, г Зея",53.7340088,127.265787
"Амурская обл, г Райчихинск",49.7941615,129.4112492
"Амурская обл, г Свободный",51.3614103,128.1219729
"Амурская обл, г Сковородино",53.9871095,123.9437205
"Амурская обл, г Тында",55.1546441,124.7468904
"Амурская обл, г Циолковский",51.762481,128.1219846
"Амурская обл, г Шимановск",52.0051886,127.7005458
г Архангельск,64.5394289,40.5169606
"Архангельская обл, г Вельск",61.066,42.1032789
"Архангельская обл, г Каргополь",61.5009724,38.9636966
"Архангельская обл, г Коряжма",61.2885948,47.1003015
"Архангельская обл, г Котлас",61.2528972,46.633242
"Архангельская обл, г Мезень",65.8398078,44.2532273
"Архангельская обл, г Мирный",62.7645265,40.3360076
"Архангельская обл, г Новодвинск",64.4136851,40.8208143
"Архангельская обл, г Няндома",61.6654674,40.2062947
"Архангельская обл, г Онега",63.9162928,38.0805031
"Архангельская обл, г Северодвинск",64.5625385,39.8180934
"Архангельская обл, Котласский р-н, г Сольвычегодск",61.3319616,46.920441
"Архангельская обл, г Шенкурск",62.1057272,42.8996973
г Астрахань,46.3655652,48.0559236
"Астраханская обл, г Ахтубинск",48.2752034,46.1906462
"Астраханская обл, г Знаменск",48.5866291,45.7368019
"Астраханская обл, г Камызяк",46.110579,48.07333
"Астраханская обл, г Нариманов",46.6916565,47.8502476
"Астраханская обл, г Харабали",47.408999,47.2525345
"Респ Башкортостан, г Агидель",55.8999056,53.9220144
"Респ Башкортостан, г Баймак",52.5912896,58.3110998
"Респ Башкортостан, г Белебей",54.1034582,54.1113129
"Респ Башкортостан, г Белорецк",53.9676488,58.4100419
"Респ Башкортостан, г Бирск",55.4155753,55.5582214
"Респ Башкортостан, г Благовещенск",55.0499867,55.9553186
"Респ Башкортостан, г Давлеканово",54.2226707,55.0312373
"Респ Башкортостан, г Дюртюли",55.4848318,54.8524765
"Респ Башкортостан, г Ишимбай",53.4545764,56.0438751
"Респ Башкортостан, г Кумертау",52.7564939,55.7970197
"Респ Башкортостан, г Межгорье",54.2397689,57.9614547
"Респ Башкортостан, г Мелеуз",52.9589532,55.9282838
"Респ Башкортостан, г Нефтекамск",56.088377,54.2483061
"Респ Башкортостан, г Октябрьский",54.4815311,53.4655972
"Респ Башкортостан, г Салават",53.3616974,55.9245224
"Респ Башкортостан, г Сибай",52.7204651,58.6663783
"Респ Башкортостан, г Стерлитамак",53.6300864,55.9317089
"Респ Башкортостан, г Туймазы",54.5999224,53.6950623
г Уфа,54.734944,55.9578468
"Респ Башкортостан, г Учалы",54.3067375,59.4125461
"Респ Башкортостан, г Янаул",56.2650146,54.929907
"Белгородская обл, г Алексеевка",50.6299647,38.6880342
г Белгород,50.5976472,36.5856652
"Белгородская обл, г Бирюч",50.6484585,38.4005083
"Белгородская обл, г Валуйки",50.2111207,38.0998772
"Белгородская обл, г Грайворон",50.4862958,35.6663877
"Белгородская обл, г Губкин",51.2837123,37.5347759
"Белгородская обл, г Короча",50.8129041,37.1896436
"Белгородская обл, г Новый Оскол",50.7633747,37.8775484
"Белгородская обл, г Старый Оскол",51.2967101,37.8350182
"Белгородская обл, г Строитель",50.7845099,36.4887648
"Белгородская обл, г Шебекино",50.4004883,36.8877889
г Брянск,53.2419535,34.3652146
"Брянская обл, г Дятьково",53.5958178,34.3551812
"Брянская обл, г Жуковка",53.5340397,33.7302579
"Брянская обл, г Злынка",52.4267015,31.7360399
"Брянская обл, г Карачев",53.1296524,34.9888727
"Брянская обл, г Клинцы",52.7529119,32.233911
"Брянская обл, г Мглин",53.0599771,32.8468129
"Брянская обл, г Новозыбков",52.537173,31.9357991
"Брянская обл, г Почеп",52.9154851,33.4744058
"Брянская обл, г Севск",52.1483358,34.4918415
"Брянская обл, г Сельцо",53.3739884,34.1059172
"Брянская обл, г Стародуб",52.5852257,32.760403
"Брянская обл, г Сураж",53.0170888,32.3938878
"Брянская обл, г Трубчевск",52.5791734,33.7660547
"Брянская обл, г Унеча",52.8461199,32.6757629
"Брянская обл, г Фокино",53.4554145,34.4159238
"Респ Бурятия, Кабанский р-н, г Бабушкин",51.7112755,105.8673219
"Респ Бурятия, г Гусиноозерск",51.2865048,106.5230319
"Респ Бурятия, г Закаменск",50.372713,103.286699
"Респ Бурятия, г Кяхта",50.346543,106.4533516
"Респ Бурятия, г Северобайкальск",55.635614,109.3361505
г Улан-Удэ,51.8335853,107.5842223
"Владимирская обл, г Александров",56.391819,38.7111123
г Владимир,56.1280804,40.4084376
"Владимирская обл, г Вязники",56.29773,42.2687398
"Владимирская обл, г Гороховец",56.2021036,42.6926111
"Владимирская обл, г Гусь-Хрустальный",55.6198751,40.6579929
"Владимирская обл, г Камешково",56.3490152,40.9955183
"Владимирская обл, Александровский р-н, г Карабаново",56.3131822,38.7034257
"Владимирская обл, г Киржач",56.1486863,38.8635701
"Владимирская обл, г Ковров",56.3554349,41.3170576
"Владимирская обл, г Кольчугино",56.3327254,39.391336
"Владимирская обл, Петушинский р-н, г Костерево",55.9337222,39.6247398
"Владимирская обл, Гусь-Хрустальный р-н, г Курлово",55.452698,40.6124108
"Владимирская обл, Собинский р-н, г Лакинск",56.0180587,39.956551
"Владимирская обл, г Меленки",55.3387515,41.6340046
"Владимирская обл, г Муром",55.5630311,42.0231362
"Владимирская обл, г Петушки",55.9298134,39.4508075
"Владимирская обл, Петушинский р-н, г Покров",55.9166398,39.1734526
"Владимирская обл, г Радужный",55.9960277,40.3321855
"Владимирская обл, г Собинка",55.9939169,40.0179653
"Владимирская обл, Александровский р-н, г Струнино",56.3749967,38.5839667
"Владимирская обл, г Судогда",55.9498056,40.8562939
"Владимирская обл, г Суздаль",56.4274441,40.4525692
"Владимирская обл, г Юрьев-Польский",56.4937757,39.6680539
г Волгоград,48.7070042,44.5170339
"Волгоградская обл, г Волжский",48.7978209,44.7462538
"Волгоградская обл, г Дубовка",49.0554742,44.8270085
"Волгоградская обл, г Жирновск",50.9768814,44.7858202
"Волгоградская обл, г Калач-на-Дону",48.6889024,43.5306303
"Волгоградская обл, г Камышин",50.0651529,45.3844202
"Волгоградская обл, г Котельниково",47.6310259,43.1330872
"Волгоградская обл, г Котово",50.3205766,44.8030699
"Волгоградская обл, Среднеахтубинский р-н, г Краснослободск",48.7068721,44.5630857
"Волгоградская обл, г Ленинск",48.6936061,45.1992692
"Волгоградская обл, г Михайловка",50.0708719,43.2401512
"Волгоградская обл, г Николаевск",50.0165306,45.4731658
"Волгоградская обл, г Новоаннинский",50.5296067,42.6666439
"Волгоградская обл, г Палласовка",50.0500944,46.8804277
"Волгоградская обл, Камышинский р-н, г Петров Вал",50.1380557,45.20914
"Волгоградская обл, г Серафимович",49.5663183,42.7360402
"Волгоградская обл, г Суровикино",48.618917,42.8541163
"Волгоградская обл, г Урюпинск",50.7903789,42.0288513
"Волгоградская обл, г Фролово",49.7649148,43.6648641
"Вологодская обл, г Бабаево",59.3892583,35.9377058
"Вологодская обл, г Белозерск",60.0308381,37.7890586
"Вологодская обл, г Великий Устюг",60.7603913,46.3054414
г Вологда,59.2483905,39.8355662
"Вологодская обл, г Вытегра",61.0063465,36.4495137
"Вологодская обл, г Грязовец",58.8757553,40.2485362
"Вологодская обл, Сокольский р-н, г Кадников",59.5037764,40.3441148
"Вологодская обл, г Кириллов",59.8591523,38.3748782
"Вологодская обл, Великоустюгский р-н, г Красавино",60.9612823,46.4814116
"Вологодская обл, г Никольск",59.5351837,45.4576137
"Вологодская обл, г Сокол",59.4758605,40.1114187
"Вологодская обл, г Тотьма",59.9734998,42.7589506
"Вологодская обл, г Устюжна",58.8383117,36.4425478
"Вологодская обл, г Харовск",59.9479423,40.2000298
"Вологодская обл, г Череповец",59.1269212,37.9090497
"Воронежская обл, г Бобров",51.0901649,40.0318256
"Воронежская обл, г Богучар",49.9352454,40.5590801
"Воронежская обл, г Борисоглебск",51.3655754,42.1008334
"Воронежская обл, г Бутурлиновка",50.8311818,40.5976923
г Воронеж,51.6593332,39.1969229
"Воронежская обл, г Калач",50.4242134,41.0162014
"Воронежская обл, г Лиски",50.9945626,39.5184909
"Воронежская обл, г Нововоронеж",51.3091524,39.2162843
"Воронежская обл, г Новохоперск",51.0952211,41.6173404
"Воронежская обл, г Острогожск",50.8677905,39.0407746
"Воронежская обл, г Павловск",50.453455,40.136874
"Воронежская обл, г Поворино",51.1954419,42.2472726
"Воронежская обл, г Россошь",50.1701949,39.6226965
"Воронежская обл, г Семилуки",51.6951644,39.0190454
"Воронежская обл, г Эртиль",51.830932,40.8074182
"Респ Дагестан, г Буйнакск",42.8214424,47.1165263
"Респ Дагестан, г Дагестанские Огни",42.1152296,48.1939354
"Респ Дагестан, г Дербент",42.058966,48.2907452
"Респ Дагестан, г Избербаш",42.5650962,47.8710051
"Респ Дагестан, г Каспийск",42.8916007,47.6367066
"Респ Дагестан, г Кизилюрт",43.203825,46.8729636
"Респ Дагестан, г Кизляр",43.8484083,46.7233699
г Махачкала,42.9849159,47.5047181
"Респ Дагестан, г Хасавюрт",43.2504665,46.5851292
"Респ Дагестан, г Южно-Сухокумск",44.6602467,45.6499523
г Биробиджан,48.7946446,132.9217207
"Еврейская Аобл, г Облучье",49.0189345,131.0540102
"Забайкальский край, г Балей",51.5823759,116.6379549
"Забайкальский край, г Борзя",50.3876058,116.5234779
"Забайкальский край, г Краснокаменск",50.0929703,118.0323936
"Забайкальский край, г Могоча",53.7361398,119.7660867
"Забайкальский край, г Нерчинск",51.9594977,116.5852383
"Забайкальский край, г Петровск-Забайкальский",51.2748592,108.846681
"Забайкальский край, г Сретенск",52.2461454,117.7117842
"Забайкальский край, г Хилок",51.3634856,110.4590898
г Чита,52.0340142,113.4994
"Забайкальский край, г Шилка",51.8497035,116.0334461
"Ивановская обл, г Вичуга",57.2044698,41.9132201
"Ивановская обл, г Гаврилов Посад",56.5586946,40.1228906
"Ивановская обл, г Заволжск",57.4918141,42.1375625
г Иваново,56.9993792,40.9728272
"Ивановская обл, г Кинешма",57.4425463,42.168914
"Ивановская обл, г Комсомольск",57.0273052,40.3776851
"Ивановская обл, г Кохма",56.9324606,41.0931657
"Ивановская обл, Кинешемский р-н, г Наволоки",57.4679066,41.9608002
"Ивановская обл, Приволжский р-н, г Плес",57.4606031,41.5122672
"Ивановская обл, г Приволжск",57.3805743,41.2808565
"Ивановская обл, г Пучеж",56.9820688,43.1683321
"Ивановская обл, г Родники",57.1025975,41.7298834
"Ивановская обл, г Тейково",56.8542719,40.5353874
"Ивановская обл, г Фурманов",57.2539276,41.1054432
"Ивановская обл, г Шуя",56.8560234,41.3800939
"Ивановская обл, г Южа",56.5926877,42.0458099
"Ивановская обл, г Юрьевец",57.3177781,43.1110401
"Респ Ингушетия, г Карабулак",43.3055248,44.9094582
г Магас,43.1688611,44.8131207
"Респ Ингушетия, г Малгобек",43.5096646,44.5901963
"Респ Ингушетия, г Назрань",43.2257841,44.7645779
"Респ Ингушетия, г Сунжа",43.3204196,45.0476331
"Иркутская обл, Нижнеудинский р-н, г Алзамай",55.5551233,98.6643699
"Иркутская обл, г Ангарск",52.544879,103.888543
"Иркутская обл, Слюдянский р-н, г Байкальск",51.5230393,104.1487532
"Иркутская обл, Тайшетский р-н, г Бирюсинск",55.9609167,97.8205348
"Иркутская обл, г Бодайбо",57.8468636,114.1866287
"Иркутская обл, г Братск",56.1513108,101.6340035
"Иркутская обл, Братский р-н, г Вихоревка",56.1208145,101.1702926
"Иркутская обл, г Железногорск-Илимский",56.5847888,104.114275
"Иркутская обл, г Зима",53.920693,102.0491772
г Иркутск,52.2864036,104.2807466
"Иркутская обл, г Киренск",57.7756595,108.1109412
"Иркутская обл, г Нижнеудинск",54.8968931,99.0314056
"Иркутская обл, г Саянск",54.1107238,102.18015
"Иркутская обл, г Свирск",53.0842668,103.3364093
"Иркутская обл, г Слюдянка",51.6563983,103.7187545
"Иркутская обл, г Тайшет",55.9405334,98.0030145
"Иркутская обл, г Тулун",54.557162,100.5780603
"Иркутская обл, г Усолье-Сибирское",52.7565808,103.6388109
"Иркутская обл, г Усть-Илимск",57.9430504,102.7415734
"Иркутская обл, г Усть-Кут",56.7928178,105.7757343
"Иркутская обл, г Черемхово",53.1369095,103.0901268
"Иркутская обл, г Шелехов",52.2102538,104.0973294
"Респ Кабардино-Балкарская, г Баксан",43.6819137,43.5345036
"Респ Кабардино-Балкарская, г Майский",43.6281516,44.0517314
г Нальчик,43.4845464,43.60713
"Респ Кабардино-Балкарская, г Нарткала",43.5578075,43.8575925
"Респ Кабардино-Балкарская, г Прохладный",43.7589602,44.0102409
"Респ Кабардино-Балкарская, г Терек",43.4839358,44.1402161
"Респ Кабардино-Балкарская, г Тырныауз",43.3981585,42.9213582
"Респ Кабардино-Балкарская, г Чегем",43.5671525,43.5865792
"Калининградская обл, г Багратионовск",54.3866518,20.6418091
"Калининградская обл, г Балтийск",54.6513372,19.9140572
"Калининградская обл, г Гвардейск",54.6588378,21.0501388
"Калининградская обл, г Гурьевск",54.770638,20.6039767
"Калининградская обл, г Гусев",54.5915455,22.1942445
"Калининградская обл, г Зеленоградск",54.9600185,20.4753652
г Калининград,54.7074702,20.5073241
"Калининградская обл, г Краснознаменск",54.9453423,22.4928745
"Калининградская обл, г Ладушкин",54.5692156,20.1690153
"Калининградская обл, г Мамоново",54.4646036,19.9453482
"Калининградская обл, г Неман",55.0316524,22.0324064
"Калининградская обл, г Нестеров",54.6313814,22.5713736
"Калининградская обл, г Озерск",54.4084705,22.0134438
"Калининградская обл, г Пионерский",54.9516574,20.2277424
"Калининградская обл, г Полесск",54.8625126,21.0998067
"Калининградская обл, г Правдинск",54.4430986,21.0085269
"Калининградская обл, Балтийский р-н, г Приморск",54.7311437,19.9981926
"Калининградская обл, г Светлогорск",54.9439286,20.1514295
"Калининградская обл, г Светлый",54.6772897,20.1357595
"Калининградская обл, г Славск",55.0449714,21.6742367
"Калининградская обл, г Советск",55.0809336,21.8886106
"Калининградская обл, г Черняховск",54.6244751,21.7969062
"Респ Калмыкия, г Городовиковск",46.0875083,41.935537
"Респ Калмыкия, г Лагань",45.3930912,47.3432602
г Элиста,46.3083344,44.2702088
"Калужская обл, Боровский р-н, г Балабаново",55.1773714,36.6566951
"Калужская обл, Жуковский р-н, г Белоусово",55.0956803,36.677629
"Калужская обл, г Боровск",55.2130096,36.4926251
"Калужская обл, Боровский р-н, г Ермолино",55.1971758,36.5952722
"Калужская обл, г Жиздра",53.7521926,34.7386592
"Калужская обл, г Жуков",55.0301833,36.7394903
г Калуга,54.5059848,36.2516245
"Калужская обл, г Киров",54.0790111,34.3076201
"Калужская обл, г Козельск",54.0347201,35.780768
"Калужская обл, г Кондрово",54.7959473,35.9274842
"Калужская обл, Жуковский р-н, г Кременки",54.8862447,37.1168701
"Калужская обл, г Людиново",53.8700828,34.4385915
"Калужская обл, г Малоярославец",55.0177123,36.4633603
"Калужская обл, г Медынь",54.9689785,35.8872168
"Калужская обл, г Мещовск",54.3191471,35.2816918
"Калужская обл, г Мосальск",54.4824939,34.9872239
"Калужская обл, г Обнинск",55.0943144,36.6121639
"Калужская обл, Козельский р-н, г Сосенский",54.0566016,35.9621646
"Калужская обл, г Спас-Деменск",54.409922,34.0189631
"Калужская обл, г Сухиничи",54.097296,35.3443568
"Калужская обл, Тарусский р-н, г Таруса",54.7236477,37.1671
"Калужская обл, г Юхнов",54.7446445,35.2424346
"Камчатский край, г Вилючинск",52.9302415,158.4057632
"Камчатский край, г Елизово",53.1830375,158.3883548
г Петропавловск-Камчатский,53.036908,158.6559254
"Респ Карачаево-Черкесская, г Карачаевск",43.7732525,41.9143472
"Респ Карачаево-Черкесская, г Теберда",43.4437731,41.7415142
"Респ Карачаево-Черкесская, г Усть-Джегута",44.0838442,41.9711046
г Черкесск,44.2269425,42.0466704
"Респ Карелия, г Беломорск",64.5378417,34.7799462
"Респ Карелия, Кемский р-н, г Кемь",64.9543539,34.5949263
"Респ Карелия, г Кондопога",62.2059817,34.2682122
"Респ Карелия, г Костомукша",64.5889398,30.6016832
"Респ Карелия, г Лахденпохья",61.518881,30.1996116
"Респ Карелия, г Медвежьегорск",62.9127626,34.4568489
"Респ Карелия, г Олонец",60.9794025,32.9725519
г Петрозаводск,61.7891264,34.3596434
"Респ Карелия, г Питкяранта",61.5757191,31.4640557
"Респ Карелия, г Пудож",61.8058821,36.5329941
"Респ Карелия, г Сегежа",63.7437572,34.3126982
"Респ Карелия, г Сортавала",61.703367,30.6916998
"Респ Карелия, г Суоярви",62.0787293,32.3499386
"Кемеровская область - Кузбасс, г Анжеро-Судженск",56.0786281,86.0201278
"Кемеровская область - Кузбасс, г Белово",54.4220968,86.3037373
"Кемеровская область - Кузбасс, г Березовский",55.6693513,86.2744459
"Кемеровская область - Кузбасс, г Гурьевск",54.2859263,85.9475985
"Кемеровская область - Кузбасс, г Калтан",53.5210919,87.2771636
г Кемерово,55.3910651,86.0467781
"Кемеровская область - Кузбасс, г Киселевск",54.0059999,86.6366116
"Кемеровская область - Кузбасс, г Ленинск-Кузнецкий",54.6674492,86.1797324
"Кемеровская область - Кузбасс, г Мариинск",56.2127383,87.7454924
"Кемеровская область - Кузбасс, г Междуреченск",53.6865289,88.0702754
"Кемеровская область - Кузбасс, г Мыски",53.7125695,87.8055646
"Кемеровская область - Кузбасс, г Новокузнецк",53.794315,87.2142745
"Кемеровская область - Кузбасс, г Осинники",53.5988055,87.3371272
"Кемеровская область - Кузбасс, г Полысаево",54.6055,86.2809208
"Кемеровская область - Кузбасс, г Прокопьевск",53.8604265,86.7183577
"Кемеровская область - Кузбасс, Гурьевский р-н, г Салаир",54.2351735,85.8030733
"Кемеровская область - Кузбасс, г Тайга",56.0622131,85.6207182
"Кемеровская область - Кузбасс, г Таштагол",52.759313,87.8476546
"Кемеровская область - Кузбасс, г Топки",55.2764707,85.6152619
"Кемеровская область - Кузбасс, г Юрга",55.7202694,84.8886399
"Кировская обл, г Белая Холуница",58.8415239,50.8460699
"Кировская обл, г Вятские Поляны",56.2284817,51.0614855
"Кировская обл, г Зуевка",58.4032152,51.1331606
г Киров,58.6035264,49.6679304
"Кировская обл, г Кирово-Чепецк",58.5559424,50.0316848
"Кировская обл, г Кирс",59.340056,52.2414437
"Кировская обл, г Котельнич",58.3034832,48.3475597
"Кировская обл, г Луза",60.6290609,47.2612445
"Кировская обл, г Малмыж",56.5243844,50.6782739
"Кировская обл, г Мураши",59.3955383,48.9638417
"Кировская обл, г Нолинск",57.5597284,49.93575
"Кировская обл, г Омутнинск",58.6698913,52.1894564
"Кировская обл, г Орлов",58.5389776,48.8927723
"Кировская обл, г Слободской",58.7311574,50.1669249
"Кировская обл, г Советск",57.584196,48.9590272
"Кировская обл, Вятскополянский р-н, г Сосновка",56.2532741,51.2833642
"Кировская обл, г Уржум",57.1097477,50.0058097
"Кировская обл, г Яранск",57.3040326,47.8478737
"Респ Коми, г Воркута",67.4974082,64.061034
"Респ Коми, г Вуктыл",63.8615274,57.3165402
"Респ Коми, г Емва",62.5965137,50.8732125
"Респ Коми, г Инта",66.0367316,60.1152961
"Респ Коми, Усть-Вымский р-н, г Микунь",62.3579068,50.0719503
"Респ Коми, г Печора",65.148584,57.2239777
"Респ Коми, г Сосногорск",63.5989841,53.876293
г Сыктывкар,61.6686617,50.8358151
"Респ Коми, г Усинск",65.994147,57.5569423
"Респ Коми, г Ухта",63.5565514,53.7014239
"Костромская обл, г Буй",58.4733277,41.5306822
"Костромская обл, г Волгореченск",57.4424559,41.1594201
"Костромская обл, г Галич",58.3828191,42.3654013
"Костромская обл, г Кологрив",58.8269323,44.3184927
г Кострома,57.768,40.927
"Костромская обл, г Макарьев",57.8807152,43.8014197
"Костромская обл, г Мантурово",58.3265441,44.757494
"Костромская обл, г Нерехта",57.4543369,40.5723598
"Костромская обл, г Нея",58.2943349,43.8780948
"Костромская обл, г Солигалич",59.0784867,42.2878423
"Костромская обл, г Чухлома",58.753421,42.6884958
"Костромская обл, г Шарья",58.3760542,45.4062414
"Краснодарский край, г Абинск",44.8679655,38.1618157
"Краснодарский край, г Анапа",44.8950433,37.3163282
